step,training_loss
1000,1.3384007184536426
2000,1.3603271179795264
3000,1.2846777414679527
4000,1.3480574232935905
5000,1.2918913306593895
6000,1.3350874042510987
7000,1.3175009373426438
8000,1.3798103387355805
9000,1.4020577009022235
10000,1.3286119969189167
11000,1.3684241618216038
12000,1.2692013957500459
13000,1.3287689548432826
14000,1.3250167658925056
15000,1.3273933431208134
16000,1.3370060778558255
17000,1.2666565382778645
18000,1.367587839603424
19000,1.3344799960255622
20000,1.3474493954181672
21000,1.3436529601812364
22000,1.3353730322122574
23000,1.350966647297144
24000,1.2983533040285111
25000,1.324594749480486
26000,1.2865980422496797
27000,1.2468801465928554
28000,1.2820098343491555
29000,1.2785687591433526
30000,1.3014112992286682
31000,1.2591249666213988
32000,1.2892196503281594
33000,1.3293538959622384
34000,1.3623158544301988
35000,1.3282928210496903
36000,1.3338359879255295
37000,1.3010632345080375
38000,1.379046423137188
39000,1.3360129820108413
40000,1.350623488008976
41000,1.2441087013483048
42000,1.3067176721692084
43000,1.3211622873544693
44000,1.3015124482512475
45000,1.3037420186400412
46000,1.336617002248764
47000,1.2729125962853431
48000,1.3318213770389558
49000,1.3209037373661996
50000,1.2886913965344429
51000,1.2760560168027877
52000,1.345358270227909
53000,1.2977014710307122
54000,1.335722421646118
55000,1.2904098160266877
56000,1.2482862163186073
57000,1.3388269876241683
58000,1.306536509871483
59000,1.2943826877474784
60000,1.2934006425738334
61000,1.272151530444622
62000,1.294200085401535
63000,1.3726063579916954
64000,1.324056989878416
65000,1.3310284572839737
66000,1.3688951087594032
67000,1.3145687708258629
68000,1.329896642267704
69000,1.305469007074833
70000,1.2736364309191703
71000,1.2925076528787613
72000,1.2896888955235482
73000,1.3003211483955384
74000,1.2720599491894244
75000,1.3057734493017197
76000,1.338802318483591
77000,1.322031970024109
78000,1.2846655821800232
79000,1.3439142550230025
80000,1.2882313432693482
81000,1.3146291617751122
82000,1.323450910806656
83000,1.316911114960909
84000,1.3334859412908555
85000,1.3003763073086738
86000,1.2577909496724606
87000,1.2724791498184205
88000,1.3763458219766618
89000,1.2511011629402637
90000,1.287496551334858
91000,1.3485572580099106
92000,1.3505139313936234
93000,1.3595927183032035
94000,1.2386270656585694
95000,1.3042935914993286
96000,1.275615843206644
97000,1.3735939869880676
98000,1.2922277333140373
99000,1.2741840651631355
100000,1.3283216148018837
101000,1.3369133017659187
102000,1.2983900771737098
103000,1.3541483412384987
104000,1.3221758834719657
105000,1.3043198221921921
106000,1.302411026597023
107000,1.2093199167847632
108000,1.3214566615521908
109000,1.25267088252306
110000,1.322296409726143
111000,1.3035073651373386
112000,1.2676096445322036
113000,1.2345352728962897
114000,1.256515045762062
115000,1.2983828980922698
116000,1.2933308010697364
117000,1.2344901554584504
118000,1.345038071870804
119000,1.3115680527091027
120000,1.2849090629518032
121000,1.285113402545452
122000,1.2509483021795749
123000,1.2658546174764633
124000,1.2659103888571261
125000,1.305068799585104
126000,1.2926136258840561
127000,1.2928686796724795
128000,1.2770243293642998
129000,1.287676513493061
130000,1.248466794192791
131000,1.3186397870779039
132000,1.296134823203087
133000,1.2917420926094054
134000,1.2434478675723075
135000,1.2191762952208518
136000,1.3243311239480973
137000,1.2701748354136944
138000,1.282017913430929
139000,1.2808609918504954
140000,1.2530207013487815
141000,1.2346007676124573
142000,1.2293210199475288
143000,1.2920149080455303
144000,1.2349497672319412
145000,1.2609204114079475
146000,1.3124853413701056
147000,1.2624449437260628
148000,1.3200341294705868
149000,1.2634634017944335
150000,1.2337955758273602
151000,1.2583031430244447
152000,1.2836587568819522
153000,1.2754595928192138
154000,1.2663329975008966
155000,1.255949095249176
156000,1.3263826595544814
157000,1.23869483050704
158000,1.284853044912219
159000,1.2328384945988655
160000,1.2929764477312564
161000,1.3155212378799914
162000,1.247964848667383
163000,1.2790445494204759
164000,1.2729888699948788
165000,1.2601528998464346
166000,1.2951654826402663
167000,1.2837742578089237
168000,1.2619252429008483
169000,1.2414108955860137
170000,1.214672268629074
171000,1.2630167701244355
172000,1.255399473130703
173000,1.2586146199703216
174000,1.3042940242886543
175000,1.3116680887639522
176000,1.2200435727834702
177000,1.2688548240959645
178000,1.3592224984169006
179000,1.213952851355076
180000,1.2222845983803272
181000,1.2901545706689357
182000,1.3282656342089176
183000,1.217774701833725
184000,1.231698106020689
185000,1.324046728849411
186000,1.3139293143749238
187000,1.3324349944591523
188000,1.2709150664806366
189000,1.2890022065937519
190000,1.3067247149050236
191000,1.2490069809257984
192000,1.2314925155937673
193000,1.2944913966655731
194000,1.2688517062962055
195000,1.277213839650154
196000,1.2484628088474274
197000,1.2638771274983882
198000,1.255924456655979
199000,1.2721247397065163
200000,1.2621605640351772
201000,1.262005927979946
202000,1.2660165210664271
203000,1.2012575744390488
204000,1.2680482023656368
205000,1.258023457378149
206000,1.2978951550126077
207000,1.2658587404489516
208000,1.2958695961534976
209000,1.2788263886272908
210000,1.2164704068005086
211000,1.186817647010088
212000,1.2695974687039853
213000,1.2656951370239258
214000,1.2011934775412083
215000,1.2852071576714517
216000,1.2348857470452785
217000,1.2854389041662215
218000,1.2893367981016637
219000,1.2067511650323868
220000,1.2576409038603307
221000,1.3104585722088813
222000,1.256611934006214
223000,1.2656532532572746
224000,1.2372906698584556
225000,1.2553189716637134
226000,1.194345670849085
227000,1.2436489009857177
228000,1.2140896465182305
229000,1.2860948019623757
230000,1.2735467626154422
231000,1.2676536433696748
232000,1.2646640918850898
233000,1.2887938195168973
234000,1.2445501923263074
235000,1.2036709051430226
236000,1.2211236191093922
237000,1.2005590525120498
238000,1.2568390672802925
239000,1.256260839253664
240000,1.2612159163057803
241000,1.275376906722784
242000,1.1729485874772072
243000,1.279009956240654
244000,1.286665127247572
245000,1.2594382464885712
246000,1.2644549867212773
247000,1.2632145054638386
248000,1.1901308172345162
249000,1.3600480635166168
250000,1.2092319461405276
251000,1.245054916858673
252000,1.2561673054993152
253000,1.2537613382339479
254000,1.2759436844438314
255000,1.2826921192407608
256000,1.2283314931988716
257000,1.219553148806095
258000,1.290904742717743
259000,1.2536078740358352
260000,1.3012314912080765
261000,1.266637754201889
262000,1.2865782227516174
263000,1.3329691137075423
264000,1.2476258921325207
265000,1.2683236817121506
266000,1.2053562246859073
267000,1.2535964293032884
268000,1.279164799824357
269000,1.3023011867254972
270000,1.2313676450848579
271000,1.2336308775693179
272000,1.2113673298209906
273000,1.290171572983265
274000,1.2582045903205872
275000,1.2238407009243966
276000,1.2919594159424306
277000,1.28980705589056
278000,1.217869481742382
279000,1.2306061226129532
280000,1.2214222362935543
281000,1.2740558760464191
282000,1.2597527412474157
283000,1.2652095721960068
284000,1.1877822596728802
285000,1.2265310998260974
286000,1.284773138731718
287000,1.271585687160492
288000,1.2321796274185182
289000,1.2808179861009121
290000,1.2947365146577359
291000,1.2703995119482279
292000,1.233271939203143
293000,1.2189366170614957
294000,1.2511523437649013
295000,1.2897185320556164
296000,1.2430496508777142
297000,1.2843073128461837
298000,1.2520352041125298
299000,1.25871133223176
300000,1.2700091446340085
301000,1.2304069607257844
302000,1.2603388196229934
303000,1.2586559040248395
304000,1.2714309181123973
305000,1.248757332995534
306000,1.2455474160462618
307000,1.2560298171937465
308000,1.284984685242176
309000,1.2430413829088212
310000,1.195669519856572
311000,1.2225866202116014
312000,1.2411801981329917
313000,1.208889782845974
314000,1.2620076676011085
314799,1.2206808563615563
315800,1.3048257700630002
316800,1.2277843573093414
317800,1.2384976724237204
318800,1.2703016051650047
319800,1.252967394426465
320800,1.2157337786257267
321800,1.2882659707665443
322800,1.2609422018527985
323800,1.2608121075034142
324800,1.1373388731479646
325800,1.2447481044232844
326800,1.2478806398659945
327800,1.2138514120280743
328800,1.2500412864536048
329800,1.261560183867812
330800,1.2749795625805855
331800,1.2931802217364312
332800,1.2473005616664887
333800,1.199009551346302
334800,1.2523700248599052
335800,1.2073301156312228
336800,1.3239480233639478
337800,1.2006619113385677
338800,1.2204932305961846
339800,1.2710876771360635
340800,1.2832103036642075
341800,1.2308542413115502
342800,1.2066460834294557
343800,1.3043857510089873
344800,1.2189669034183026
345800,1.2132581549882888
346800,1.2213306585252286
347800,1.2687269124984741
348800,1.242245353937149
349800,1.2494241652786733
350800,1.235073457956314
351800,1.2634526050686836
352800,1.240178706422448
353800,1.2090314436852931
354800,1.2541235401928426
355800,1.2532951881587506
356800,1.2153892451524735
357800,1.1710000612288713
358800,1.1789120816439391
359800,1.2300311505794526
360800,1.241854806482792
361800,1.1970462853610515
362800,1.2872757174968719
363800,1.2668491972088813
364800,1.3021990025639534
365800,1.24894994045794
366800,1.238844240859151
367800,1.1831766296327113
368800,1.3201402848809958
369800,1.2980459012389183
370800,1.2310333084762097
371800,1.2513203661441803
372800,1.2430095815062523
373800,1.2018252274692058
374800,1.2179302565157413
375800,1.234403746366501
376800,1.2823724531233311
377800,1.2571076279878617
378800,1.245868985414505
379800,1.2777783054411411
380800,1.258584177315235
381800,1.2127081280648708
382800,1.265687187731266
383800,1.2328956915289164
384800,1.2206271758675575
385800,1.262409773632884
386800,1.2628081572651864
387800,1.1813411683142185
388800,1.2226285677552222
389800,1.2986312488019467
390800,1.219547881603241
391800,1.2517821745872497
392800,1.2831813419759273
393800,1.2239771516025066
394800,1.2002287211716176
395800,1.256410079985857
396800,1.2131744327247143
397800,1.242412850946188
398800,1.2049929979890586
399800,1.3013081967681646
400800,1.2126841075271368
401800,1.2694803466200828
402800,1.2133876913934947
403800,1.1909744490683078
404800,1.2957588506042956
405800,1.2430308833569288
406800,1.2657294881492853
407800,1.2176653633862733
408800,1.2024068201184273
409800,1.2591164319217205
410800,1.2585274248719216
411800,1.2358188358843327
412800,1.2856710877418518
413800,1.2202183678746223
414800,1.2461215249300004
415800,1.251528594210744
416800,1.2050085937529802
417800,1.172822136119008
418800,1.2458756016343833
419800,1.1840914728343486
420800,1.2431596358418464
421800,1.2937181870639325
422800,1.2454133717417717
423800,1.2828928138315678
424800,1.2482404718399047
425800,1.2278945587426424
426800,1.267265180721879
427800,1.3003310938775539
428800,1.275449524074793
429800,1.264903536528349
430800,1.2829935410022735
431800,1.2580716825425624
432800,1.2164240081310271
433800,1.2372723161280155
434800,1.1995303704291582
435800,1.2471253190785647
436800,1.2414207995682955
437800,1.2611885557621718
438800,1.2933413443267345
439800,1.2949362829625606
440800,1.2161945139169692
441800,1.22919603779912
442800,1.2295758336633444
443800,1.2629935261905194
444800,1.2030613965243102
445800,1.290258737385273
446800,1.2901203659772873
447800,1.2285149575471879
448800,1.2176413446217775
449800,1.1963166198730468
450800,1.274632846802473
451800,1.19669385060668
452800,1.1951655179858207
453800,1.294657358467579
454800,1.166455840855837
455800,1.2606024267673492
456800,1.246806897044182
457800,1.247261131554842
458800,1.2272459612190723
459800,1.2476094706952572
460800,1.1974468996822833
461800,1.2461063272505999
462800,1.243714504122734
463800,1.2298293459564447
464800,1.189131755962968
465800,1.2418540333807468
466800,1.2700940686911344
467800,1.1840040491223336
468800,1.2233344113230706
469800,1.2580991008281708
470800,1.2623852478563786
471800,1.2420660838782787
472800,1.231584960564971
473800,1.2351077661812306
474800,1.2302839521169662
475800,1.2660103885829448
476800,1.2222090526223182
477800,1.236896270751953
478800,1.3303378556221723
479800,1.1973974913060665
480800,1.1986135100871325
481800,1.2588221633136272
482800,1.2256585809886456
483800,1.270367328852415
484800,1.2141328759789467
485800,1.2217161074876786
486800,1.226540219962597
487800,1.2718847368955613
488800,1.220681227862835
489800,1.2880516148507595
490800,1.2826416471302509
491800,1.229917191952467
492800,1.2381720624566077
493800,1.240782911673188
494800,1.2439670743197202
495800,1.3081815113425255
496800,1.2674642970710992
497800,1.247596695125103
498800,1.2100409161448478
499800,1.2689486562907695
500800,1.2465429734289646
501800,1.2694485929310322
502800,1.2218171327412128
503800,1.230705353140831
504800,1.2411130636036396
505800,1.2052999417185783
506800,1.2216688669472933
507800,1.1692646816968917
508800,1.2532308853417635
509800,1.1932360278218985
510800,1.2197713313400746
511800,1.2314516639709472
512800,1.2074663345813752
513800,1.2653558752834797
514800,1.1889651365876197
515800,1.204217123389244
516800,1.2684276952445508
517800,1.2049653382897376
518800,1.1626445589214562
519800,1.309290131688118
520800,1.2925885199308396
521800,1.2674620863199233
522800,1.2218865173459053
523800,1.2712327470481395
524800,1.2465382050722837
525800,1.295031592041254
526800,1.1561242090165615
527800,1.2958157930076122
528800,1.1901995812803507
529800,1.175857378050685
530800,1.218421888127923
531800,1.2433435603827239
532800,1.263609522432089
533800,1.2235778558254242
534800,1.1992418211400508
535800,1.2343276251852513
536800,1.2324354465454816
537800,1.1886003850102425
538800,1.2342461761683226
539800,1.2666365234702825
540800,1.2183541736751795
541800,1.2188970516771078
542800,1.2508875179737806
543800,1.2157982395738363
544800,1.2136893123090267
545800,1.209600033134222
546800,1.214563414990902
547800,1.2567074904143811
548800,1.2497098183333875
549800,1.1936942255049945
550800,1.3140397163331508
551800,1.2086253403425216
552800,1.2405106542557478
553800,1.250140807390213
554800,1.255366937994957
555800,1.237714862599969
556800,1.2231803949326276
557800,1.2720150528550147
558800,1.2294186854809523
559800,1.276951708495617
560800,1.2388198003172874
561800,1.2177845708429813
562800,1.2663127908408642
563800,1.1975000692158937
564800,1.1743655568063258
565800,1.221796016767621
566800,1.2943067552000285
567800,1.156162104293704
568800,1.266819128483534
569800,1.1981211144030095
570800,1.291751784056425
571800,1.208254512667656
572800,1.2038971520066262
573800,1.2919610689878465
574800,1.2142611667513847
575800,1.1708180879056453
576800,1.232725940912962
577800,1.207641242980957
578800,1.210381564170122
579800,1.2002661522328855
580800,1.2147520026415586
581800,1.3011713730990886
582800,1.2443871316462756
583800,1.2046953410059213
584800,1.1808851734399795
585800,1.2011108236908912
586800,1.2219877713620664
587800,1.2609586926698684
588800,1.264709835767746
589800,1.2029523564726115
590800,1.2316937207207084
591800,1.2345446038544179
592800,1.2389305812567473
593800,1.2718146849349141
594800,1.183922904074192
595800,1.2645114593058824
596800,1.2392049315571785
597800,1.2192885713279247
598800,1.1954609746336937
599800,1.2333373652398587
600800,1.2556610763072968
601800,1.202062089815736
602800,1.2264085610210895
603800,1.254346913024783
604800,1.264490483134985
605800,1.1862889410853386
606800,1.2467149100601673
607800,1.1600984474122524
608800,1.2250307611227036
609800,1.2294850767999888
610800,1.2496775806844234
611800,1.200704960912466
612800,1.1798583737313748
613800,1.2268836682736874
614800,1.2464874610900878
615800,1.2491994442343712
616800,1.188495533287525
617800,1.2051914272755384
618800,1.2496068779677152
619800,1.2451302866339684
620800,1.2585120581388474
621800,1.2248736118227244
622800,1.1938351147770883
623800,1.231668154269457
624800,1.1944994216412306
625800,1.1708231305480004
626800,1.1991515295356512
627800,1.2206607160419225
628800,1.1750629368275405
629599,1.2501807840580637
630600,1.1887656730282439
631600,1.2513851335197688
632600,1.2027696845829488
633600,1.175209820702672
634600,1.2422235783338547
635600,1.1640471818447113
636600,1.2010336017608643
637600,1.2659364800453186
638600,1.211391483411193
639600,1.2313947217315435
640600,1.1809257289469242
641600,1.2134590137600898
642600,1.273656475290656
643600,1.2056444236785173
644600,1.182302303791046
645600,1.1825275132507085
646600,1.2287938265651464
647600,1.2646832363456488
648600,1.1982255457937718
649600,1.2653777126669883
650600,1.2800469769090415
651600,1.1886020937114954
652600,1.1917289505153894
653600,1.2259155839532614
654600,1.2054043969213963
655600,1.2173666311204434
656600,1.2407165511101483
657600,1.1919684017002583
658600,1.2477322783917189
659600,1.2377977985590696
660600,1.3170734972953797
661600,1.2778421410471201
662600,1.2877524966448546
663600,1.206340588092804
664600,1.2862865088433026
665600,1.2270466907471418
666600,1.2440845794826747
667600,1.1988558735251427
668600,1.221033273562789
669600,1.254129399999976
670600,1.2056263878792524
671600,1.2024145327284932
672600,1.2214953694567083
673600,1.1845460378192365
674600,1.1705964335203172
675600,1.1789615507423878
676600,1.2484634683355689
677600,1.1907018953114747
678600,1.1722503677606582
679600,1.2526928584128618
680600,1.20648575592041
681600,1.2016716362908482
682600,1.209025114119053
683600,1.2157698269933461
684600,1.2727586877197028
685600,1.226864819973707
686600,1.2840455784797669
687600,1.1621831508278846
688600,1.2614777841567992
689600,1.191347355633974
690600,1.1701648091971875
691600,1.1837110698968172
692600,1.241768372029066
693600,1.2193162447810173
694600,1.208738334134221
695600,1.2256274090111257
696600,1.2808009600639343
697600,1.2029796673953532
698600,1.2467494081705808
699600,1.200518374413252
700600,1.2020434146225452
701600,1.1674368024468422
702600,1.1729218289405108
703600,1.215190398350358
704600,1.1448673865944148
705600,1.1589931004047394
706600,1.1911011980324984
707600,1.2633505816608668
708600,1.2970542713552713
709600,1.2447047539651395
710600,1.2191373333483935
711600,1.174540617659688
712600,1.2012086023241282
713600,1.2153638870865107
714600,1.2932539531886578
715600,1.219525586694479
716600,1.2163374570608139
717600,1.2345034291297197
718600,1.2190335811376571
719600,1.2661922846138478
720600,1.198236330896616
721600,1.1805008758604527
722600,1.2487140594273805
723600,1.2517137829363345
724600,1.2151719336137174
725600,1.2308565691411495
726600,1.2506505620628596
727600,1.2181047025620937
728600,1.2530296151340008
729600,1.1697203552573918
730600,1.2122621299922467
731600,1.2435002657175065
732600,1.2374929018318652
733600,1.2556885712593795
734600,1.207032998263836
735600,1.2337061453461646
736600,1.2296312855780125
737600,1.2055154362618923
738600,1.242010194659233
739600,1.2049098142236472
740600,1.2178718217611313
741600,1.2050339936465024
742600,1.2028398464024066
743600,1.1342973201572895
744600,1.242228601589799
745600,1.1553158421516418
746600,1.246606832280755
747600,1.1900435943305492
748600,1.183307039886713
749600,1.1592427995875478
750600,1.2235677611380815
751600,1.2779272515773774
752600,1.2085321652442216
753600,1.1987812102884055
754600,1.2354028657376765
755600,1.2116062056869268
756600,1.20665324293077
757600,1.1339596076756715
758600,1.251473342716694
759600,1.188563811339438
760600,1.1687896071523427
761600,1.2429193558841944
762600,1.2172060932666062
763600,1.2257245634421705
764600,1.2448435925543309
765600,1.1937322641015053
766600,1.289337786719203
767600,1.1783388389870524
768600,1.211696908429265
769600,1.183232279703021
770600,1.227877480648458
771600,1.121879786863923
772600,1.2099354315772652
773600,1.179105454608798
774600,1.195223481208086
775600,1.286986675798893
776600,1.2623658663630486
777600,1.20799211807549
778600,1.2138858953267335
779600,1.1813758218288422
780600,1.1462298894673586
781600,1.1824086796194315
782600,1.2785878709629177
783600,1.2633022789210082
784600,1.1566354968696833
785600,1.2259524770826102
786600,1.1906406667679548
787600,1.1858039290904998
788600,1.2459070366322995
789600,1.2541944799125195
790600,1.1625783969461918
791600,1.222397318392992
792600,1.2435987176895142
793600,1.1895652021318674
794600,1.1880203720331193
795600,1.2066132488697767
796600,1.1975475197583436
797600,1.1538198438733815
798600,1.2050046137422323
799600,1.1892424190342425
800600,1.3214217484891415
801600,1.224950956657529
802600,1.2300304625034333
803600,1.2515103442072868
804600,1.2459072084724903
805600,1.2416641949117184
806600,1.230966468885541
807600,1.2505057390481233
808600,1.2146277754157782
809600,1.2349541625082492
810600,1.191098644167185
811600,1.1824327533990144
812600,1.1954003651440144
813600,1.1993845263421536
814600,1.1900017770379783
815600,1.1970081278830766
816600,1.1954931764900685
817600,1.2426298965364695
818600,1.243747125610709
819600,1.2071162012517451
820600,1.1927920884788037
821600,1.2500115306973458
822600,1.2060386583209037
823600,1.1751288299262523
824600,1.2160797246098518
825600,1.2294842834174633
826600,1.1470144485980271
827600,1.161305450245738
828600,1.2104400196671485
829600,1.1591283361166715
830600,1.2107509587854146
831600,1.2592786959856748
832600,1.2787213073670864
833600,1.2103884806483984
834600,1.219711220920086
835600,1.19001299482584
836600,1.2044902163594962
837600,1.2376140387952328
838600,1.2369643216505646
839600,1.235034713074565
840600,1.1911032927781344
841600,1.1977657951712608
842600,1.178173487380147
843600,1.1861151845753193
844600,1.1848424714505672
845600,1.2026122764647007
846600,1.2748933081775904
847600,1.1937702493518592
848600,1.172039454817772
849600,1.222131320923567
850600,1.2169799011275173
851600,1.2473619661778212
852600,1.172852337807417
853600,1.210843380779028
854600,1.172918346196413
855600,1.1270207302495838
856600,1.232262955546379
857600,1.229034861445427
858600,1.188008907660842
859600,1.191678713656962
860600,1.2566359455883502
861600,1.1868898171931506
862600,1.2357266565486789
863600,1.1730514828413725
864600,1.207423061877489
865600,1.1581152226924896
866600,1.1782827037870884
867600,1.2130829491615296
868600,1.220585430726409
869600,1.1812069613784553
870600,1.2123215031325818
871600,1.1969374458938837
872600,1.1689829886555672
873600,1.1977278388738632
874600,1.2232576086446643
875600,1.2259868037253618
876600,1.236122895218432
877600,1.2696122139394284
878600,1.2136804039031268
879600,1.1613810635507107
880600,1.1949140069484712
881600,1.2033288114368916
882600,1.2764291269406676
883600,1.1725666285753251
884600,1.21894922606647
885600,1.2058925711363555
886600,1.1109418736323715
887600,1.1921042549312115
888600,1.2242209465950729
889600,1.1404221490472555
890600,1.1426582331582904
891600,1.1894760169312357
892600,1.1999335531517863
893600,1.1906341614872218
894600,1.1809016229510307
895600,1.1850331775918603
896600,1.2074652847200633
897600,1.245655572026968
898600,1.147311875589192
899600,1.1585158920139074
900600,1.2376808090955018
901600,1.1376435962468385
902600,1.234041341163218
903600,1.2184833501726389
904600,1.182463362723589
905600,1.165680835068226
906600,1.2326178961098193
907600,1.1600958427190782
908600,1.1911960166990756
909600,1.1633819636404514
910600,1.2390297090113163
911600,1.222936338081956
912600,1.218881208628416
913600,1.2458160718530416
914600,1.2036744970977307
915600,1.174739607989788
916600,1.1200841277390718
917600,1.2201769915670158
918600,1.2397720543667674
919600,1.2094395103305577
920600,1.1794208766818046
921600,1.2176256461888553
922600,1.2238674208894371
923600,1.1520348323136569
924600,1.2205159009993076
925600,1.099102041631937
926600,1.1975003238916397
927600,1.2436617746576666
928600,1.2166375514566898
929600,1.2733168763369322
930600,1.170410402700305
931600,1.1384467337280513
932600,1.1884006030038
933600,1.203489799514413
934600,1.2323368578106164
935600,1.235154044613242
936600,1.2264741353839637
937600,1.1389745781049132
938600,1.2484663280844688
939600,1.2225378561094404
940600,1.1838511774092912
941600,1.2201970907896758
942600,1.2409188543856144
943600,1.2198553278893232
944399,1.2292192385290681
945400,1.1981038832060107
946400,1.2401760396882893
947400,1.2390118977874518
948400,1.19983251208812
949400,1.1459432034343482
950400,1.184630011945963
951400,1.2343748510554433
952400,1.207055932842195
953400,1.1708289507329463
954400,1.1773713721036911
955400,1.219374940097332
956400,1.207091608017683
957400,1.2305033168643713
958400,1.1723392431885005
959400,1.2258736747950316
960400,1.2227808986753226
961400,1.16830559758842
962400,1.2220926597639918
963400,1.1496899869963526
964400,1.1878499416261912
965400,1.2027179610282184
966400,1.1899343844652175
967400,1.249475531131029
968400,1.1798209931999446
969400,1.1911029647141695
970400,1.225395954683423
971400,1.124160190358758
972400,1.2361927343457937
973400,1.1496471118032932
974400,1.231234238550067
975400,1.2085641994178296
976400,1.1658110404834152
977400,1.1192259647697211
978400,1.2398182143718004
979400,1.201355427414179
980400,1.2035786244720221
981400,1.1912987236827612
982400,1.140709770053625
983400,1.2287368949204682
984400,1.17456010453403
985400,1.218241850696504
986400,1.1969912919700145
987400,1.1900152942985296
988400,1.163051395893097
989400,1.1822249055802823
990400,1.2302023981362582
991400,1.2023928924500942
992400,1.2151697529926897
993400,1.236775067523122
994400,1.1895459678769111
995400,1.2792638486027719
996400,1.2283464808613063
997400,1.1881032404452563
998400,1.137631633579731
999400,1.1899650816619396
1000400,1.168289851665497
1001400,1.1832671943083406
1002400,1.1697392185926438
1003400,1.1997157290950418
1004400,1.1696962178125978
1005400,1.1375338528305292
1006400,1.1973400753438472
1007400,1.1778628363907337
1008400,1.143254371985793
1009400,1.2356958119571209
1010400,1.2007511099427939
1011400,1.2092472918480635
1012400,1.14386589024961
1013400,1.2280763192176818
1014400,1.1615552882775664
1015400,1.2153692661002278
1016400,1.1688303839713334
1017400,1.1676130551546813
1018400,1.1789767451584339
1019400,1.228693410769105
1020400,1.2253404507562518
1021400,1.2279387127012014
1022400,1.1814882961958646
1023400,1.1248013948500157
1024400,1.1338206173032521
1025400,1.2254303896725178
1026400,1.2222232986688615
1027400,1.1838005752265452
1028400,1.2713248428553343
1029400,1.2171341215968132
1030400,1.204599627673626
1031400,1.2256923667043447
1032400,1.2298983827382326
1033400,1.1896256397515534
1034400,1.1566202368736267
1035400,1.1785227843374013
1036400,1.20872217194736
1037400,1.1836654766201973
1038400,1.2395062195509672
1039400,1.1951755936443806
1040400,1.1766904200464487
1041400,1.1754380774348974
1042400,1.1821525202095509
1043400,1.1378528619110584
1044400,1.1690860694348812
1045400,1.1775154424011707
1046400,1.1711650711894035
1047400,1.200480746179819
1048400,1.1433309666365385
1049400,1.2241641918420791
1050400,1.224554840825498
1051400,1.17984554374218
1052400,1.1734779915213585
1053400,1.2304660915881396
1054400,1.2348366255238652
1055400,1.2419521190077067
1056400,1.278808364868164
1057400,1.205930833682418
1058400,1.182633962482214
1059400,1.1773707326948644
1060400,1.187113863147795
1061400,1.1826558816134929
1062400,1.1583200288563966
1063400,1.1770225829929113
1064400,1.240907232567668
1065400,1.155165582537651
1066400,1.1939994857758283
1067400,1.1036605210565031
1068400,1.1789032064899803
1069400,1.2106351724937559
1070400,1.1898606460765004
1071400,1.2155919152349233
1072400,1.173048403173685
1073400,1.1146516595035791
1074400,1.2143419908732176
1075400,1.1686547678261996
1076400,1.1420890740901233
